index,word,score,data_frequency,common
4190,GALVO,9,0,0
4191,GAMAS,8,0,0
4192,GAMAY,11,45134,0
4193,GAMBA,10,161217,0
4194,GAMBE,10,14580,0
4195,GAMBO,10,21101,0
4196,GAMBS,10,0,0
4197,GAMED,9,90910,0
4198,GAMER,8,3144985,1
4199,GAMES,8,305930896,1
4200,GAMEY,11,31934,0
4201,GAMIC,10,0,0
4202,GAMIN,8,141727,0
4203,GAMMA,10,35426622,1
4204,GAMME,10,116430,0
4205,GAMMY,13,0,0
4206,GAMPS,10,0,0
4207,GAMUT,8,553397,0
4208,GANCH,11,0,0
4209,GANDY,10,227271,0
4210,GANEF,9,0,0
4211,GANEV,9,0,0
4212,GANGS,7,1743105,1
4213,GANJA,13,240308,0
4214,GANOF,9,0,0
4215,GANTS,6,53220,0
4216,GAOLS,6,15170,0
4217,GAPED,9,67468,0
4218,GAPER,8,29551,0
4219,GAPES,8,90458,0
4220,GAPOS,8,0,0
4221,GAPPY,13,0,0
4222,GARBE,8,31214,0
4223,GARBO,8,226734,0
4224,GARBS,8,37010,0
4225,GARDA,7,866274,0
4226,GARES,6,0,0
4227,GARIS,6,42928,0
4228,GARMS,8,0,0
4229,GARNI,6,173084,0
4230,GARRE,6,0,0
4231,GARTH,9,2176273,1
4232,GARUM,8,0,0
4233,GASES,6,4277836,1
4234,GASPS,8,203961,0
4235,GASPY,11,0,0
4236,GASSY,9,63283,0
4237,GASTS,6,0,0
4238,GATCH,11,13148,0
4239,GATED,7,1426083,1
4240,GATER,6,38694,0
4241,GATES,6,10734618,1
4242,GATHS,9,0,0
4243,GATOR,6,1536519,1
4244,GAUCH,11,17474,0
4245,GAUCY,11,0,0
4246,GAUDS,7,0,0
4247,GAUDY,10,248813,0
4248,GAUGE,7,9952466,1
4249,GAUJE,13,0,0
4250,GAULT,6,215308,0
4251,GAUMS,8,0,0
4252,GAUMY,11,0,0
4253,GAUNT,6,338487,0
4254,GAUPS,8,0,0
4255,GAURS,6,0,0
4256,GAUSS,6,798776,0
4257,GAUZE,15,556178,0
4258,GAUZY,18,43269,0
4259,GAVEL,9,352668,0
4260,GAVOT,9,0,0
4261,GAWCY,14,0,0
4262,GAWDS,10,0,0
4263,GAWKS,13,0,0
4264,GAWKY,16,31136,0
4265,GAWPS,11,0,0
4266,GAWSY,12,0,0
4267,GAYAL,9,0,0
4268,GAYER,9,62075,0
4269,GAYLY,12,29264,0
4270,GAZAL,15,13226,0
4271,GAZAR,15,0,0
4272,GAZED,16,555917,0
4273,GAZER,15,129741,0
4274,GAZES,15,156793,0
4275,GAZON,15,26247,0
4276,GAZOO,15,0,0
4277,GEALS,6,0,0
4278,GEANS,6,0,0
4279,GEARE,6,0,0
4280,GEARS,6,2626927,1
4281,GEATS,6,14738,0
4282,GEBUR,8,0,0
4283,GECKO,12,1230211,0
4284,GECKS,12,0,0
4285,GEEKS,10,2710575,1
4286,GEEKY,13,987806,0
4287,GEEPS,8,0,0
4288,GEESE,6,1299115,0
4289,GEEST,6,56760,0
4290,GEIST,6,415207,0
4291,GEITS,6,0,0
4292,GELDS,7,0,0
4293,GELEE,6,31457,0
4294,GELID,7,0,0
4295,GELLY,9,26858,0
4296,GELTS,6,0,0
4297,GEMEL,8,0,0
4298,GEMMA,10,608694,0
4299,GEMMY,13,53707,0
4300,GEMOT,8,0,0
4301,GENAL,6,0,0
4302,GENAS,6,0,0
4303,GENES,6,12396954,1
4304,GENET,6,1332113,0
4305,GENIC,8,65795,0
4306,GENIE,6,1627726,1
4307,GENII,6,72886,0
4308,GENIP,8,0,0
4309,GENNY,9,157335,0
4310,GENOA,6,1548016,1
4311,GENOM,8,147512,0
4312,GENRE,6,22344091,1
4313,GENRO,6,0,0
4314,GENTS,6,1239020,0
4315,GENTY,9,0,0
4316,GENUA,6,29699,0
4317,GENUS,6,4275567,1
4318,GEODE,7,166060,0
4319,GEOID,7,102915,0
4320,GERAH,9,0,0
4321,GERBE,8,50674,0
4322,GERES,6,0,0
4323,GERLE,6,0,0
4324,GERMS,8,888353,0
4325,GERMY,11,0,0
4326,GERNE,6,105865,0
4327,GESSE,6,0,0
4328,GESSO,6,88099,0
4329,GESTE,6,47991,0
4330,GESTS,6,62994,0
4331,GETAS,6,0,0
4332,GETUP,8,23481,0
4333,GEUMS,8,0,0
4334,GEYAN,9,0,0
4335,GEYER,9,241654,0
4336,GHAST,9,159837,0
4337,GHATS,9,89465,0
4338,GHAUT,9,16083,0
4339,GHAZI,18,241650,0
4340,GHEES,9,0,0
4341,GHEST,9,0,0
4342,GHOST,9,14490042,1
4343,GHOUL,9,247064,0
4344,GHYLL,12,123412,0
4345,GIANT,6,17098874,1
4346,GIBED,9,0,0
4347,GIBEL,8,0,0
4348,GIBER,8,0,0
4349,GIBES,8,0,0
4350,GIBLI,8,0,0
4351,GIBUS,8,0,0
4352,GIDDY,11,483433,0
4353,GIFTS,9,95412416,1
4354,GIGAS,7,90433,0
4355,GIGHE,10,0,0
4356,GIGOT,7,39052,0
4357,GIGUE,7,39029,0
4358,GILAS,6,0,0
4359,GILDS,7,15396,0
4360,GILET,6,84043,0
4361,GILLS,6,400858,0
4362,GILLY,9,171141,0
4363,GILPY,11,0,0
4364,GILTS,6,146810,0
4365,GIMEL,8,16276,0
4366,GIMME,10,1471759,1
4367,GIMPS,10,52802,0
4368,GIMPY,13,46387,0
4369,GINCH,11,33850,0
4370,GINGE,7,15812,0
4371,GINGS,7,29873,0
4372,GINKS,10,0,0
4373,GINNY,9,995339,0
4374,GINZO,15,0,0
4375,GIPON,8,0,0
4376,GIPPO,10,0,0
4377,GIPPY,13,0,0
4378,GIPSY,11,387772,0
4379,GIRDS,7,16916,0
4380,GIRLS,6,132325396,1
4381,GIRLY,9,778626,0
4382,GIRNS,6,0,0
4383,GIRON,6,53771,0
4384,GIROS,6,21152,0
4385,GIRRS,6,0,0
4386,GIRSH,9,0,0
4387,GIRTH,9,492919,0
4388,GIRTS,6,0,0
4389,GISMO,8,0,0
4390,GISMS,8,0,0
4391,GISTS,6,46570,0
4392,GITCH,11,0,0
4393,GITES,6,289297,0
4394,GIUST,6,0,0
4395,GIVED,10,0,0
4396,GIVEN,9,125542966,1
4397,GIVER,9,698546,0
4398,GIVES,9,45649146,1
4399,GIZMO,17,811158,0
4400,GLACE,8,348348,0
4401,GLADE,7,1168016,0
4402,GLADS,7,22012,0
4403,GLADY,10,47349,0
4404,GLAIK,10,0,0
4405,GLAIR,6,0,0
4406,GLAMS,8,0,0
4407,GLAND,7,2561362,1
4408,GLANS,6,127535,0
4409,GLARE,6,1567097,1
4410,GLARY,9,0,0
4411,GLASS,6,63559754,1
4412,GLAUM,8,0,0
4413,GLAUR,6,0,0
4414,GLAZE,15,1431525,1
4415,GLAZY,18,0,0
4416,GLEAM,8,356949,0
4417,GLEAN,6,232952,0
4418,GLEBA,8,0,0
4419,GLEBE,8,371095,0
4420,GLEBY,11,0,0
4421,GLEDE,7,0,0
4422,GLEDS,7,0,0
4423,GLEED,7,19458,0
4424,GLEEK,10,0,0
4425,GLEES,6,0,0
4426,GLEET,6,0,0
4427,GLEIS,6,0,0
4428,GLENS,6,489161,0
4429,GLENT,6,0,0
4430,GLEYS,9,0,0
4431,GLIAL,6,308665,0
4432,GLIAS,6,0,0
4433,GLIBS,8,0,0
4434,GLIDE,7,1731344,1
4435,GLIFF,12,0,0
4436,GLIFT,9,0,0
4437,GLIKE,10,0,0
4438,GLIME,8,0,0
4439,GLIMS,8,0,0
4440,GLINT,6,272373,0
4441,GLISK,10,0,0
4442,GLITS,6,0,0
4443,GLITZ,15,363646,0
4444,GLOAM,8,0,0
4445,GLOAT,6,113594,0
4446,GLOBE,8,14554904,1
4447,GLOBI,8,0,0
4448,GLOBS,8,76001,0
4449,GLOBY,11,0,0
4450,GLODE,7,0,0
4451,GLOGG,8,52283,0
4452,GLOMS,8,0,0
4453,GLOOM,8,878018,0
4454,GLOOP,8,25416,0
4455,GLOPS,8,0,0
4456,GLORY,9,13158826,1
4457,GLOSS,6,3426618,1
4458,GLOST,6,0,0
4459,GLOUT,6,0,0
4460,GLOVE,9,4714578,1
4461,GLOWS,9,372911,0
4462,GLOZE,15,0,0
4463,GLUED,7,975384,0
4464,GLUER,6,0,0
4465,GLUES,6,428787,0
4466,GLUEY,9,13442,0
4467,GLUGS,7,0,0
4468,GLUME,8,57779,0
4469,GLUMS,8,0,0
4470,GLUON,6,389852,0
4471,GLUTE,6,20171,0
4472,GLUTS,6,0,0
4473,GLYPH,14,632257,0
4474,GNARL,6,0,0
4475,GNARR,6,0,0
4476,GNARS,6,0,0
4477,GNASH,9,60339,0
4478,GNATS,6,527105,0
4479,GNAWN,9,0,0
4480,GNAWS,9,27374,0
4481,GNOME,8,12609820,1
4482,GNOWS,9,0,0
4483,GOADS,7,49971,0
4484,GOAFS,9,0,0
4485,GOALS,6,36766773,1
4486,GOARY,9,0,0
4487,GOATS,6,2184919,1
4488,GOATY,9,0,0
4489,GOBAN,8,0,0
4490,GOBAR,8,0,0
4491,GOBBI,10,50563,0
4492,GOBBO,10,26246,0
4493,GOBBY,13,38152,0
4494,GOBIS,8,0,0
4495,GOBOS,8,47193,0
4496,GODET,7,20707,0
4497,GODLY,10,725475,0
4498,GODSO,7,0,0
4499,GOELS,6,0,0
4500,GOERS,6,452132,0
4501,GOEST,6,54161,0
4502,GOETH,9,149310,0
4503,GOETY,9,0,0
4504,GOFER,9,30932,0
4505,GOFFS,12,22441,0
4506,GOGGA,8,0,0
4507,GOGOS,7,32011,0
4508,GOIER,6,0,0
4509,GOING,7,155284081,1
4510,GOJIS,13,0,0
4511,GOLDS,7,333197,0
4512,GOLDY,10,101899,0
4513,GOLEM,8,444797,0
4514,GOLES,6,0,0
4515,GOLFS,9,37851,0
4516,GOLLY,9,329846,0
4517,GOLPE,8,47267,0
4518,GOLPS,8,0,0
4519,GOMBO,10,0,0
4520,GOMER,8,150383,0
4521,GOMPA,10,39410,0
4522,GONAD,7,95676,0
4523,GONCH,11,33946,0
4524,GONEF,9,0,0
4525,GONER,6,80810,0
4526,GONGS,7,121530,0
4527,GONIA,6,0,0
4528,GONIF,9,0,0
4529,GONKS,10,0,0
4530,GONNA,6,13542156,1
4531,GONOF,9,0,0
4532,GONYS,9,0,0
4533,GONZO,15,1046835,0
4534,GOOBY,11,16325,0
4535,GOODS,7,52507183,1
4536,GOODY,10,733518,0
4537,GOOEY,9,335656,0
4538,GOOFS,9,594965,0
4539,GOOFY,12,1187234,0
4540,GOOGS,7,13989,0
4541,GOOKS,10,42729,0
4542,GOOKY,13,0,0
4543,GOOLD,7,70648,0
4544,GOOLS,6,41866,0
4545,GOOLY,9,13620,0
4546,GOONS,6,258119,0
4547,GOONY,9,20285,0
4548,GOOPS,8,22403,0
4549,GOOPY,11,18459,0
4550,GOORS,6,0,0
4551,GOORY,9,0,0
4552,GOOSE,6,3739382,1
4553,GOOSY,9,0,0
4554,GOPAK,12,0,0
4555,GOPIK,12,0,0
4556,GORAL,6,22229,0
4557,GORAS,6,0,0
4558,GORED,7,73382,0
4559,GORES,6,83507,0
4560,GORGE,7,1950264,1
4561,GORIS,6,25809,0
4562,GORMS,8,0,0
4563,GORMY,11,0,0
4564,GORPS,8,0,0
4565,GORSE,6,178549,0
4566,GORSY,9,0,0
4567,GOSHT,9,0,0
4568,GOSSE,6,97083,0
4569,GOTCH,11,52814,0
4570,GOTHS,9,289217,0
4571,GOTHY,12,0,0
4572,GOTTA,6,6870320,1
4573,GOUCH,11,0,0
4574,GOUGE,7,240551,0
4575,GOUKS,10,0,0
4576,GOURA,6,0,0
4577,GOURD,7,502106,0
4578,GOUTS,6,0,0
4579,GOUTY,9,59461,0
4580,GOWAN,9,112945,0
4581,GOWDS,10,0,0
4582,GOWFS,12,0,0
4583,GOWKS,13,0,0
4584,GOWLS,9,0,0
4585,GOWNS,9,2217657,1
4586,GOXES,13,0,0
4587,GOYIM,11,39630,0
4588,GOYLE,9,38131,0
4589,GRAAL,6,135956,0
4590,GRABS,8,1763328,1
4591,GRACE,8,17642126,1
4592,GRADE,7,54275130,1
4593,GRADS,7,836760,0
4594,GRAFF,12,466226,0
4595,GRAFT,9,1576259,1
4596,GRAIL,6,1122474,0
4597,GRAIN,6,10244623,1
4598,GRAIP,8,0,0
4599,GRAMA,8,100793,0
4600,GRAME,8,0,0
4601,GRAMP,10,27822,0
4602,GRAMS,8,5240826,1
4603,GRANA,6,68072,0
4604,GRAND,7,56599468,1
4605,GRANS,6,44562,0
4606,GRANT,6,47609624,1
4607,GRAPE,8,3638159,1
4608,GRAPH,11,15526746,1
4609,GRAPY,11,0,0
4610,GRASP,8,3270025,1
4611,GRASS,6,12868953,1
4612,GRATE,6,672155,0
4613,GRAVE,9,6929008,1
4614,GRAVS,9,0,0
4615,GRAVY,12,1441099,1
4616,GRAYS,9,888341,0
4617,GRAZE,15,364990,0
4618,GREAT,6,301487430,1
4619,GREBE,8,332810,0
4620,GREBO,8,0,0
4621,GRECE,8,47284,0
4622,GREED,7,1997460,1
4623,GREEK,10,25059132,1
4624,GREEN,6,108287905,1
4625,GREES,6,31089,0
4626,GREET,6,1784219,1
4627,GREGE,7,0,0
4628,GREGO,7,41299,0
4629,GREIN,6,22178,0
4630,GRENS,6,17393,0
4631,GRENZ,15,34290,0
4632,GRESE,6,0,0
4633,GREVE,9,203902,0
4634,GREWS,9,0,0
4635,GREYS,9,310921,0
4636,GRICE,8,225915,0
4637,GRIDE,7,0,0
4638,GRIDS,7,1562935,1
4639,GRIEF,9,4552843,1
4640,GRIFF,12,272880,0
4641,GRIFT,9,0,0
4642,GRIGS,7,0,0
4643,GRIKE,10,0,0
4644,GRILL,6,10254124,1
4645,GRIME,8,514156,0
4646,GRIMY,11,139160,0
4647,GRIND,7,2482307,1
4648,GRINS,6,412096,0
4649,GRIOT,6,93385,0
4650,GRIPE,8,545043,0
4651,GRIPS,8,2629556,1
4652,GRIPT,8,0,0
4653,GRIPY,11,0,0
4654,GRISE,6,64238,0
4655,GRIST,6,519954,0
4656,GRISY,9,0,0
4657,GRITH,9,0,0
4658,GRITS,6,445581,0
4659,GRIZE,15,0,0
4660,GROAN,6,473578,0
4661,GROAT,6,94121,0
4662,GRODY,10,14446,0
4663,GROGS,7,0,0
4664,GROIN,6,784476,0
4665,GROKS,10,109301,0
4666,GROMA,8,0,0
4667,GRONE,6,0,0
4668,GROOF,9,0,0
4669,GROOM,8,2637912,1
4670,GROPE,8,160148,0
4671,GROSS,6,16440590,1
4672,GROSZ,15,94226,0
4673,GROTS,6,0,0
4674,GROUF,9,0,0
4675,GROUP,8,321842984,1
4676,GROUT,6,628986,0
4677,GROVE,9,15189493,1
4678,GROVY,12,0,0
4679,GROWL,9,461820,0
4680,GROWN,9,13931521,1
4681,GROWS,9,5899321,1
4682,GRRLS,6,38041,0
4683,GRRRL,6,124042,0
4684,GRUBS,8,155690,0
4685,GRUED,7,0,0
4686,GRUEL,6,82196,0
4687,GRUES,6,0,0
4688,GRUFE,9,0,0
4689,GRUFF,12,237505,0
4690,GRUME,8,0,0
4691,GRUMP,10,77025,0
4692,GRUND,7,156242,0
4693,GRUNT,6,616546,0
4694,GRYCE,11,20104,0
4695,GRYDE,10,0,0
4696,GRYKE,13,0,0
4697,GRYPE,11,0,0
4698,GRYPT,11,0,0
4699,GUACO,8,0,0
4700,GUANA,6,48251,0
4701,GUANO,6,191918,0
4702,GUANS,6,0,0
4703,GUARD,7,21137924,1
4704,GUARS,6,0,0
4705,GUAVA,9,259541,0
4706,GUCKS,12,0,0
4707,GUCKY,15,0,0
4708,GUDES,7,0,0
4709,GUESS,6,28743465,1
4710,GUEST,6,55293215,1
4711,GUFFS,12,0,0
4712,GUGAS,7,0,0
4713,GUIDE,7,213378807,1
4714,GUIDS,7,60857,0
4715,GUILD,7,7923630,1
4716,GUILE,6,1026260,0
4717,GUILT,6,3623942,1
4718,GUIMP,10,0,0
4719,GUIRO,6,30477,0
4720,GUISE,6,767344,0
4721,GULAG,7,261761,0
4722,GULAR,6,35915,0
4723,GULAS,6,0,0
4724,GULCH,11,647573,0
4725,GULES,6,206933,0
4726,GULET,6,96196,0
4727,GULFS,9,53210,0
4728,GULFY,12,0,0
4729,GULLS,6,485882,0
4730,GULLY,9,800734,0
4731,GULPH,11,20956,0
4732,GULPS,8,55790,0
4733,GULPY,11,0,0
4734,GUMBO,10,467464,0
4735,GUMMA,10,22711,0
4736,GUMMI,10,202615,0
4737,GUMMY,13,281705,0
4738,GUMPS,10,0,0
4739,GUNDY,10,105598,0
4740,GUNGE,7,22183,0
4741,GUNGY,10,0,0
4742,GUNKS,10,32641,0
4743,GUNKY,13,0,0
4744,GUNNY,9,148136,0
4745,GUPPY,13,233792,0
4746,GUQIN,15,0,0
4747,GURDY,10,64629,0
4748,GURGE,7,0,0
4749,GURLS,6,95876,0
4750,GURLY,9,0,0
4751,GURNS,6,0,0
4752,GURRY,9,19106,0
4753,GURSH,9,0,0
4754,GURUS,6,1217822,0
4755,GUSHY,12,24488,0
4756,GUSLA,6,0,0
4757,GUSLE,6,0,0
4758,GUSLI,6,0,0
4759,GUSSY,9,0,0
4760,GUSTO,6,512932,0
4761,GUSTS,6,1147366,0
4762,GUSTY,9,202515,0
4763,GUTSY,9,213692,0
4764,GUTTA,6,78367,0
4765,GUTTY,9,0,0
4766,GUYED,10,30888,0
4767,GUYLE,9,0,0
4768,GUYOT,9,92473,0
4769,GUYSE,9,0,0
4770,GWINE,9,25691,0
4771,GYALS,9,0,0
4772,GYANS,9,0,0
4773,GYBED,12,0,0
4774,GYBES,11,0,0
4775,GYELD,10,0,0
4776,GYMPS,13,0,0
4777,GYNAE,9,29598,0
4778,GYNIE,9,0,0
4779,GYNNY,12,0,0
4780,GYNOS,9,23629,0
4781,GYOZA,18,30716,0
4782,GYPOS,11,0,0
4783,GYPPO,13,0,0
4784,GYPPY,16,0,0
4785,GYPSY,14,2201227,1
4786,GYRAL,9,0,0
4787,GYRED,10,0,0
4788,GYRES,9,18626,0
4789,GYRON,9,0,0
4790,GYROS,9,219254,0
4791,GYRUS,9,240316,0
4792,GYTES,9,0,0
4793,GYVED,13,0,0
4794,GYVES,12,0,0
4795,HAAFS,11,0,0
4796,HAARS,8,0,0
4797,HABIT,10,4880657,1
4798,HABLE,10,59899,0
4799,HABUS,10,0,0
4800,HACEK,14,0,0
4801,HACKS,14,3348166,1
4802,HADAL,9,0,0
4803,HADED,10,0,0
4804,HADES,9,536971,0
4805,HADJI,16,71389,0
4806,HADST,9,101518,0
4807,HAEMS,10,0,0
4808,HAETS,8,0,0
4809,HAFFS,14,0,0
4810,HAFIS,11,0,0
4811,HAFIZ,20,173633,0
4812,HAFTS,11,0,0
4813,HAGGS,10,0,0
4814,HAHAS,11,22134,0
4815,HAICK,14,0,0
4816,HAIKA,12,0,0
4817,HAIKS,12,0,0
4818,HAIKU,12,1557648,1
4819,HAILS,8,590036,0
4820,HAILY,11,0,0
4821,HAINS,8,31365,0
4822,HAINT,8,0,0
4823,HAIRS,8,1258412,0
4824,HAIRY,11,19060619,1
4825,HAITH,11,17021,0
4826,HAJES,15,0,0
4827,HAJIS,15,0,0
4828,HAJJI,22,34398,0
4829,HAKAM,14,19201,0
4830,HAKAS,12,0,0
4831,HAKEA,12,25068,0
4832,HAKES,12,31941,0
4833,HAKIM,14,438778,0
4834,HAKUS,12,0,0
4835,HALAL,8,376059,0
4836,HALED,9,15691,0
4837,HALER,8,0,0
4838,HALES,8,367827,0
4839,HALFA,11,15118,0
4840,HALFS,11,21434,0
4841,HALID,9,0,0
4842,HALLO,8,537426,0
4843,HALLS,8,4607236,1
4844,HALMA,10,40013,0
4845,HALMS,10,0,0
4846,HALON,8,182546,0
4847,HALOS,8,356716,0
4848,HALSE,8,58579,0
4849,HALTS,8,427571,0
4850,HALVA,11,31605,0
4851,HALVE,11,240290,0
4852,HALWA,11,25564,0
4853,HAMAL,10,0,0
4854,HAMBA,12,0,0
4855,HAMED,11,140687,0
4856,HAMES,10,159559,0
4857,HAMMY,15,87772,0
4858,HAMZA,19,374290,0
4859,HANAP,10,0,0
4860,HANCE,10,159430,0
4861,HANCH,13,0,0
4862,HANDS,9,49087727,1
4863,HANDY,12,7936655,1
4864,HANGI,9,25667,0
4865,HANGS,9,2287111,1
4866,HANKS,12,1199778,0
4867,HANKY,15,287363,0
4868,HANSA,8,226295,0
4869,HANSE,8,64595,0
4870,HANTS,8,504165,0
4871,HAOLE,8,34588,0
4872,HAOMA,10,0,0
4873,HAPAX,17,13596,0
4874,HAPLY,13,115439,0
4875,HAPPI,12,48438,0
4876,HAPPY,15,63471922,1
4877,HAPUS,10,21083,0
4878,HARAM,10,142104,0
4879,HARDS,9,101311,0
4880,HARDY,12,4748572,1
4881,HARED,9,0,0
4882,HAREM,10,435962,0
4883,HARES,8,270712,0
4884,HARIM,10,21493,0
4885,HARKS,12,46663,0
4886,HARLS,8,0,0
4887,HARMS,10,954384,0
4888,HARNS,8,0,0
4889,HAROS,8,0,0
4890,HARPS,10,302084,0
4891,HARPY,13,107008,0
4892,HARRY,11,33867934,1
4893,HARSH,11,4087715,1
4894,HARTS,8,131060,0
4895,HASHY,14,0,0
4896,HASKS,12,0,0
4897,HASPS,10,24335,0
4898,HASTA,8,561700,0
4899,HASTE,8,1059853,0
4900,HASTY,11,700024,0
4901,HATCH,13,3896261,1
4902,HATED,9,3173792,1
4903,HATER,8,467834,0
4904,HATES,8,2034161,1
4905,HATHA,11,253103,0
4906,HAUDS,9,0,0
4907,HAUFS,11,0,0
4908,HAUGH,12,69060,0
4909,HAULD,9,0,0
4910,HAULM,10,0,0
4911,HAULS,8,154079,0
4912,HAULT,8,0,0
4913,HAUNS,8,0,0
4914,HAUNT,8,985188,0
4915,HAUSE,8,118666,0
4916,HAUTE,8,1863024,1
4917,HAVEN,11,10569212,1
4918,HAVER,11,90916,0
4919,HAVES,11,554576,0
4920,HAVOC,13,1692191,1
4921,HAWED,12,14625,0
4922,HAWKS,15,3117529,1
4923,HAWMS,13,0,0
4924,HAWSE,11,19238,0
4925,HAYED,12,0,0
4926,HAYER,11,26443,0
4927,HAYEY,14,0,0
4928,HAYLE,11,99457,0
4929,HAZAN,17,52114,0
4930,HAZED,18,31148,0
4931,HAZEL,17,2841268,1
4932,HAZER,17,21768,0
4933,HAZES,17,67509,0
4934,HEADS,9,18400524,1
4935,HEADY,12,434375,0
4936,HEALD,9,305244,0
4937,HEALS,8,666561,0
4938,HEAME,10,0,0
4939,HEAPS,10,937059,0
4940,HEAPY,13,0,0
4941,HEARD,9,45436523,1
4942,HEARE,8,31450,0
4943,HEARS,8,1737280,1
4944,HEART,8,90249265,1
4945,HEAST,8,0,0
4946,HEATH,11,6139151,1
4947,HEATS,8,1105492,0
4948,HEAVE,11,296454,0
4949,HEAVY,14,37668153,1
4950,HEBEN,10,0,0
4951,HEBES,10,0,0
4952,HECHT,13,465975,0
4953,HECKS,14,17000,0
4954,HEDER,9,64115,0
4955,HEDGE,10,4041429,1
4956,HEDGY,13,0,0
4957,HEEDS,9,31805,0
4958,HEEDY,12,0,0
4959,HEELS,8,4907543,1
4960,HEEZE,17,0,0
4961,HEFTE,11,25798,0
4962,HEFTS,11,0,0
4963,HEFTY,14,905281,0
4964,HEIDS,9,0,0
4965,HEIGH,12,81875,0
4966,HEILS,8,0,0
4967,HEIRS,8,1489908,1
4968,HEIST,8,419629,0
4969,HEJAB,17,0,0
4970,HEJRA,15,0,0
4971,HELED,9,0,0
4972,HELES,8,0,0
4973,HELIO,8,249588,0
4974,HELIX,15,2921411,1
4975,HELLO,8,32960381,1
4976,HELLS,8,480906,0
4977,HELMS,10,805535,0
4978,HELOS,8,17225,0
4979,HELOT,8,0,0
4980,HELPS,10,29607993,1
4981,HELVE,11,0,0
4982,HEMAL,10,0,0
4983,HEMES,10,41315,0
4984,HEMIC,12,14132,0
4985,HEMIN,10,40119,0
4986,HEMPS,12,0,0
4987,HEMPY,15,0,0
4988,HENCE,10,14992334,1
4989,HENCH,13,57115,0
4990,HENDS,9,0,0
4991,HENGE,9,130779,0
4992,HENNA,8,646514,0
4993,HENNY,11,142676,0
4994,HENRY,11,28769085,1
4995,HENTS,8,0,0
4996,HEPAR,10,15186,0
4997,HERBS,10,8271850,1
4998,HERBY,13,98109,0
4999,HERDS,9,889724,0
5000,HERES,8,978028,0
5001,HERLS,8,0,0
5002,HERMA,10,77943,0
5003,HERMS,10,29538,0
5004,HERNS,8,0,0
5005,HEROE,8,26216,0
5006,HERON,8,1576813,1
5007,HEROS,8,574043,0
5008,HERRY,11,22044,0
5009,HERSE,8,0,0
5010,HERTZ,17,1752925,1
5011,HERYE,11,0,0
5012,HESPS,10,0,0
5013,HESTS,8,0,0
5014,HETES,8,0,0
5015,HETHS,11,0,0
5016,HEUCH,13,0,0
5017,HEUGH,12,0,0
5018,HEVEA,11,58655,0
5019,HEWED,12,37071,0
5020,HEWER,11,29077,0
5021,HEWGH,15,0,0
5022,HEXAD,16,0,0
5023,HEXED,16,28804,0
5024,HEXER,15,0,0
5025,HEXES,15,145736,0
5026,HEXYL,18,47095,0
5027,HEYED,12,0,0
5028,HIANT,8,0,0
5029,HICKS,14,2503430,1
5030,HIDED,10,0,0
5031,HIDER,9,89689,0
5032,HIDES,9,1700672,1
5033,HIEMS,10,0,0
5034,HIGHS,12,7468394,1
5035,HIGHT,12,281662,0
5036,HIJAB,17,290111,0
5037,HIJRA,15,76751,0
5038,HIKED,13,321931,0
5039,HIKER,12,676389,0
5040,HIKES,12,1491709,1
5041,HIKOI,12,0,0
5042,HILAR,8,47448,0
5043,HILCH,13,0,0
5044,HILLO,8,0,0
5045,HILLS,8,25770218,1
5046,HILLY,11,511265,0
5047,HILTS,8,51962,0
5048,HILUM,10,19592,0
5049,HILUS,8,0,0
5050,HIMBO,12,0,0
5051,HINAU,8,0,0
5052,HINDS,9,621387,0
5053,HINGE,9,1758893,1
5054,HINGS,9,13170,0
5055,HINKY,15,16281,0
5056,HINNY,11,0,0
5057,HINTS,8,8393784,1
5058,HIOIS,8,0,0
5059,HIPLY,13,0,0
5060,HIPPO,12,1146063,0
5061,HIPPY,15,608617,0
5062,HIRED,9,6526426,1
5063,HIREE,8,0,0
5064,HIRER,8,147904,0
5065,HIRES,8,1845244,1
5066,HISSY,11,87568,0
5067,HISTS,8,0,0
5068,HITCH,13,2730000,1
5069,HITHE,11,0,0
5070,HIVED,12,0,0
5071,HIVER,11,158244,0
5072,HIVES,11,922837,0
5073,HIZEN,17,0,0
5074,HOAED,9,0,0
5075,HOAGY,12,68416,0
5076,HOARD,9,433375,0
5077,HOARS,8,0,0
5078,HOARY,11,400092,0
5079,HOAST,8,0,0
5080,HOBBY,15,8237250,1
5081,HOBOS,10,83858,0
5082,HOCKS,14,71483,0
5083,HOCUS,10,161938,0
5084,HODAD,10,0,0
5085,HODJA,16,0,0
5086,HOERS,8,0,0
5087,HOGAN,9,2600534,1
5088,HOGEN,9,16248,0
5089,HOGGS,10,12981,0
5090,HOGHS,12,0,0
5091,HOHED,12,0,0
5092,HOICK,14,0,0
5093,HOIED,9,0,0
5094,HOIKS,12,0,0
5095,HOING,9,0,0
5096,HOISE,8,37918,0
5097,HOIST,8,905107,0
5098,HOKAS,12,0,0
5099,HOKED,13,0,0
5100,HOKES,12,50451,0
5101,HOKEY,15,204777,0
5102,HOKIS,12,0,0
5103,HOKKU,16,0,0
5104,HOKUM,14,57068,0
5105,HOLDS,9,18963546,1
5106,HOLED,9,259059,0
5107,HOLES,8,11529280,1
5108,HOLEY,11,85208,0
5109,HOLKS,12,0,0
5110,HOLLA,8,565475,0
5111,HOLLO,8,23109,0
5112,HOLLY,11,6834032,1
